relative_path,image_id,category,license,author,author_profile_url,title,original_url,original_landing_url,original_md5,openimages_subset,openimages_metadata_file,note
Gallery_images/OpenImage/Bed/00041cc3701f7805.jpg,00041cc3701f7805,Bed,https://creativecommons.org/licenses/by/2.0/,big swift,,The Mission Needs Sleep,https://farm6.staticflickr.com/4020/4686684914_3b41667365_o.jpg,,saAXq/KAtHx+N2PB1x2EhQ==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Bicycle/00002f4ff380c64c.jpg,00002f4ff380c64c,Bicycle,https://creativecommons.org/licenses/by/2.0/,Omar Bárcena,,holland-amsterdam6,https://c5.staticflickr.com/1/6/9857059_f2cf399ff3_o.jpg,,C+CR4YIizIublXRVr0tlvg==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Billboard/00010bf498b64bab.jpg,00010bf498b64bab,Billboard,https://creativecommons.org/licenses/by/2.0/,David Yan,,"Rainy night, Fortress Hill, Hong Kong",https://c4.staticflickr.com/5/4154/5008327205_5652dac810_o.jpg,,ZQWLeZGGD6c++QKYabML+A==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Bird/0001be3e7d78372e.jpg,0001be3e7d78372e,Bird,https://creativecommons.org/licenses/by/2.0/,Vince Smith,,Wandering Tattler,https://c7.staticflickr.com/5/4100/4806868774_15e4e62e4c_o.jpg,,P2zHr2OkVzr8bL/+Q+kMLQ==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Birth/129399b93390645f.jpg,129399b93390645f,Birth,https://creativecommons.org/licenses/by/2.0/,stephen boisvert,,CAF tour Rosehill cemetery civil war,https://c8.staticflickr.com/4/3952/15327272767_f89521704b_o.jpg,,TOqqWFkj4R1pIBJGT2BIAQ==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Book/00003e2837c7b728.jpg,00003e2837c7b728,Book,https://creativecommons.org/licenses/by/2.0/,Joi Ito,,Chiaki and Zana reading book about a mantis,https://c1.staticflickr.com/7/6238/6299463695_a7e9d2fbfe_o.jpg,,CQ8fPMb1mfhH4K9tNWloJA==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Bottle/0000a90019e380dc.jpg,0000a90019e380dc,Bottle,https://creativecommons.org/licenses/by/2.0/,U.S. Naval Forces Central Command/U.S. Fifth Fleet,,USS Carl Vinson (CVN 70)_150301-N-KB426-141,https://c5.staticflickr.com/9/8613/16082326413_41f6e69a0c_o.jpg,,Vp9E2Xx2mhm7wC3URQAsxQ==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Bow_and_arrow/008d79c35335a6e5.jpg,008d79c35335a6e5,Bow_and_arrow,https://creativecommons.org/licenses/by/2.0/,Gerard McGovern,,GM2_8575,https://farm6.staticflickr.com/8590/16346111122_edc56a9d7d_o.jpg,,sj5pktpeT1JT7VTgM56Ipg==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Box/0000333f08ced1cd.jpg,0000333f08ced1cd,Box,https://creativecommons.org/licenses/by/2.0/,Jay Galvin,,European Red Rustic Iron Mail box,https://c6.staticflickr.com/4/3836/15059991712_d02d910225_o.jpg,,5nrl3pxgYCN8iPpJAzeLZw==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Bus/0000599864fd15b3.jpg,0000599864fd15b3,Bus,https://creativecommons.org/licenses/by/2.0/,chee.hong,,Road Crossings in Central,https://farm4.staticflickr.com/2221/2445354540_63849cdcc5_o.jpg,,kCsJb9J/kEuOGhuFzQUZYA==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Cabinet/0070c7f6cbffaed0.jpg,0070c7f6cbffaed0,Cabinet,https://creativecommons.org/licenses/by/2.0/,Official USS Theodore Roosevelt (CVN 71) Page,,140916-N-GN619-115,https://farm1.staticflickr.com/3945/15373610490_b8090c3256_o.jpg,,m0ei5LEL07QYPUOQcnozJQ==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Calligraphy/16b98e680015ac0b.jpg,16b98e680015ac0b,Calligraphy,https://creativecommons.org/licenses/by/2.0/,SevenSeventyFive,,Chi Cervantes trova - He who seeks shall find. For Irina.    #makedaily #calligraphy #calligraffiti #calligritype #typographyinspired #blackletter #inking #ink #Fraktur #lettering #pilotparallelpen #handstyles #thedailytype #caligrafia #graffiti #showusyo,https://c4.staticflickr.com/6/5740/20497117718_57c1374961_o.jpg,,bbPhI8nb1WHR/brP/gxwrA==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Cannon/0002024f03a23114.jpg,0002024f03a23114,Cannon,https://creativecommons.org/licenses/by/2.0/,Klearchos Kapoutsis,,War and Peace,https://farm5.staticflickr.com/2793/4263239697_90b4b71792_o.jpg,,J5W05zK7PvChpVj+Dfmg5A==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Canoe/0002e94e57eebf97.jpg,0002e94e57eebf97,Canoe,https://creativecommons.org/licenses/by/2.0/,Martin Pettitt,,Ely Little Ouse 29-11-2007 13-56-01 29-11-2007 14-52-07,https://farm8.staticflickr.com/2241/2076062616_4b1d10751e_o.jpg,,VUOAjxZu6nkInEpezXMTSg==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Car/0000048549557964.jpg,0000048549557964,Car,https://creativecommons.org/licenses/by/2.0/,Gwydion M. Williams,,2015_06_100015,https://farm5.staticflickr.com/5582/18233009494_029b52ca79_o.jpg,,bIoO16vdUB8MpG+Wbe1bxw==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Cave/0025b8200d93db85.jpg,0025b8200d93db85,Cave,https://creativecommons.org/licenses/by/2.0/,Kasadera,,"Volcarona in Ayase, Tokyo 5 (Higashi-Ayase Park)",https://farm6.staticflickr.com/7116/13891963845_85b9314b7b_o.jpg,,4j3xHmYXMV7evD/lMRp5sQ==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Chair/00005bf623ff1ac2.jpg,00005bf623ff1ac2,Chair,https://creativecommons.org/licenses/by/2.0/,Rex Gray,,1941 Willys - racer - gray wEagle - rvl,https://farm3.staticflickr.com/4117/4768976545_d32989ac04_o.jpg,,0BLbWYoYA0bB02fo5gVGKw==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Child/00006b13c052138f.jpg,00006b13c052138f,Child,https://creativecommons.org/licenses/by/2.0/,Andrea Passoni,,Cesenatico.,https://c8.staticflickr.com/4/3917/15159280745_a9001656a0_o.jpg,,tSssZvr7zIW/grU1nIMSPw==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Christmas/002a8796056e1bf5.jpg,002a8796056e1bf5,Christmas,https://creativecommons.org/licenses/by/2.0/,yensid1998,,IMG_0563,https://farm6.staticflickr.com/2781/4188642077_7f24b8d0fd_o.jpg,,ygjavFoIg/saFjQIe2EvIg==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Climbing/24e7c6dc8193cbfa.jpg,24e7c6dc8193cbfa,Climbing,https://creativecommons.org/licenses/by/2.0/,Mark Doliner,,Climbing at Mayhem Cove,https://c3.staticflickr.com/9/8442/7946448090_b95e525d65_o.jpg,,U8zaHkSe38E9+uzIeW23ow==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Coin/000ce1f42b8b5d06.jpg,000ce1f42b8b5d06,Coin,https://creativecommons.org/licenses/by/2.0/,Ed Drass,,token disc blue bkgrd,https://farm7.staticflickr.com/5247/5264683869_f47947ef18_o.jpg,,4Y8DgQr81WUPPJ11gKGC6A==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Computer/0007ff438786b5ff.jpg,0007ff438786b5ff,Computer,https://creativecommons.org/licenses/by/2.0/,Matt Barber,,Massive automatic Nerf gun in the office,https://c8.staticflickr.com/3/2740/4265655301_9926a440c8_o.jpg,,HR37WnmpBOxusxzFf/Bs9g==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Concert/1a0b3881567694a7.jpg,1a0b3881567694a7,Concert,https://creativecommons.org/licenses/by/2.0/,Aaron &quot;tango&quot; Tang,,DSC05698,https://farm8.staticflickr.com/3548/3498889820_5f457a5939_o.jpg,,o0F92+bV7akQyQ9StiAY+Q==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Cooking/135b793838ce5f5d.jpg,135b793838ce5f5d,Cooking,https://creativecommons.org/licenses/by/2.0/,wisley,,preparing tacos at Los Traileros,https://c6.staticflickr.com/6/5204/5361876533_0061940310_o.jpg,,haZE8VMJG9MoVfnGioiarw==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Credit_card/001664a6240c0a85.jpg,001664a6240c0a85,Credit_card,https://creativecommons.org/licenses/by/2.0/,Gitta Wilén,,Malin Jonsson,https://farm6.staticflickr.com/4077/4901604455_41b4c87679_o.jpg,,9MjepSbFGBAZoeFx+/p8dQ==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Cruise_ship/009bf85434579e4a.jpg,009bf85434579e4a,Cruise_ship,https://creativecommons.org/licenses/by/2.0/,Carsten,,IMG_2570,https://c3.staticflickr.com/1/47/137821278_b674d2880f_o.jpg,,ZMQyYXWQM0HcH8wBfAaWhw==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Dagger/0027b445b545ae1c.jpg,0027b445b545ae1c,Dagger,https://creativecommons.org/licenses/by/2.0/,Public.Resource.Org,,Combat Knife with Flag,https://c5.staticflickr.com/1/231/493826685_208cbec3ec_o.jpg,,WA6rPyK3SJYM1VgXWrQs8g==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Dance/0004ca4529c464d0.jpg,0004ca4529c464d0,Dance,https://creativecommons.org/licenses/by/2.0/,Carnaval.com Studios,,2 Xiuhcoatl Danza Azteca  Carnaval SF 2012  010,https://farm1.staticflickr.com/8109/8658902642_f5f874fe77_o.jpg,,XXAUQjjIa61xF/mk8p/JvQ==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Dish/0027f4b3758a5514.jpg,0027f4b3758a5514,Dish,https://creativecommons.org/licenses/by/2.0/,Andreas Ivarsson,,Midsommar på Lilla Essingen,https://farm5.staticflickr.com/5277/5867041660_516efb02ed_o.jpg,,DjoUeHgwiMzEMGl3vuy1og==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Doll/000109ef075772d5.jpg,000109ef075772d5,Doll,https://creativecommons.org/licenses/by/2.0/,Sinchen.Lin,,rg-zgmf-x10a-freedom-ver,https://farm6.staticflickr.com/2863/12083304055_37e95b3cbe_o.jpg,,pRvGRnNQT/q/HXEml15tcw==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Dormitory/cdff64405105062a.jpg,cdff64405105062a,Dormitory,https://creativecommons.org/licenses/by/2.0/,jc.winkler,,Lucas in sickbay,https://c3.staticflickr.com/8/7156/6577568595_d0a7a32e95_o.jpg,,uJFRkmk1E55XTlf8+QhufQ==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Drawing/0008040e648b78fe.jpg,0008040e648b78fe,Drawing,https://creativecommons.org/licenses/by/2.0/,Kevin Dooley,,Phoenix Comicon 2011,https://c7.staticflickr.com/4/3324/5848801920_a2d6c77864_o.jpg,,3Z8kbGVAL0Of6LxCAkVD6g==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Drinking/0ed14b1efdecdf44.jpg,0ed14b1efdecdf44,Drinking,https://creativecommons.org/licenses/by/2.0/,NTNU Vitenskapsmuseet,,Beslag fra Varøya i Nærøy,https://farm5.staticflickr.com/332/19895391050_2b626002a3_o.jpg,,tGk+nGk17tsuH3HxlrIiVQ==,validation,validation-images-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Driving/0000c64e1253d68f.jpg,0000c64e1253d68f,Driving,https://creativecommons.org/licenses/by/2.0/,LadyDragonflyCC - &gt;;&lt;,,Redneck Figure 8's,https://c8.staticflickr.com/7/6007/6010263871_9d6dbce6ce_o.jpg,,Xufa/rhlOnBQSotR/8Gqhg==,test,test-images-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Drone/06a23fa34d061fec.jpg,06a23fa34d061fec,Drone,https://creativecommons.org/licenses/by/2.0/,Michael Pollak,,drohne,https://c5.staticflickr.com/8/7629/16779533556_fc7a6b3ec0_o.jpg,,NN78fPBa6qFV/PsPTRv2vw==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Drum/00013d077c604328.jpg,00013d077c604328,Drum,https://creativecommons.org/licenses/by/2.0/,Sodexo USA,,EW Stokes Steel Band,https://c1.staticflickr.com/5/4005/4407322859_8551f46e36_o.jpg,,tEdvLmTORyI8MvruS7+VeQ==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Dumbbell/01159539f1807fb2.jpg,01159539f1807fb2,Dumbbell,https://creativecommons.org/licenses/by/2.0/,Gene Zhang,,A old style Cartwheel,https://farm3.staticflickr.com/52/116131117_c75af11aea_o.jpg,,iA2awSctzPn70SY3jzkl3w==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Earth/0081cb1bbc616e7a.jpg,0081cb1bbc616e7a,Earth,https://creativecommons.org/licenses/by/2.0/,John Fischer,,Coexist,https://c3.staticflickr.com/9/8481/8258258681_e807d1fec9_o.jpg,,ISaJrGcbRv313CV8KYtD4w==,test,test-images-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Eating/001cf31fd22c6ef9.jpg,001cf31fd22c6ef9,Eating,https://creativecommons.org/licenses/by/2.0/,Mark Hillary,,Brazil 2015,https://c2.staticflickr.com/8/7685/16917959937_4c95e3ef88_o.jpg,,oeQ90OkTPd1i7gFB3i1xjA==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Engineer/1b274b1f86e6c8a6.jpg,1b274b1f86e6c8a6,Engineer,https://creativecommons.org/licenses/by/2.0/,準建築人手札網站 Forgemind ArchiMedia,,IMG_0051 - 2014-0502 中原大學建築系畢業設計評圖,https://farm7.staticflickr.com/2904/14132888413_1bcf9f49f0_o.jpg,,qZ1y785pIWxMBwkIJdTRbw==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Eraser/009c6ebee7e06d25.jpg,009c6ebee7e06d25,Eraser,https://creativecommons.org/licenses/by/2.0/,a2gemma,,Pencil,https://farm6.staticflickr.com/227/513372101_328fa4fe30_o.jpg,,Tea1VVLO3bmN89OxsHY4wQ==,test,test-images-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Exhibition/0115c3bb889d40b5.jpg,0115c3bb889d40b5,Exhibition,https://creativecommons.org/licenses/by/2.0/,agriflanders,,Intergrow Seeds,https://farm6.staticflickr.com/8079/8377656852_59d58732ba_o.jpg,,vwkcNaZAHEI4Koo1qvycIw==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Fan/0561cd46d01b21ff.jpg,0561cd46d01b21ff,Fan,https://creativecommons.org/licenses/by/2.0/,Russ Walker,,P1020855,https://c8.staticflickr.com/5/4107/4969815336_49dd45d38d_o.jpg,,vyHD6hpRBWt/r5M4PpQFAA==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Fern/054c07fbb812cc07.jpg,054c07fbb812cc07,Fern,https://creativecommons.org/licenses/by/2.0/,Elizabeth,,table1,https://farm8.staticflickr.com/8/7150501_e6db487175_o.jpg,,ZJ22jf3LA9CO2ZwBsDlpdw==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Ferry/005b64d7a7dd7db0.jpg,005b64d7a7dd7db0,Ferry,https://creativecommons.org/licenses/by/2.0/,Katherine Johnson,,Saugatuck Chain Ferry,https://farm1.staticflickr.com/3114/2740205594_4381c235be_o.jpg,,m04w0qg79e5iUAGYJA43ug==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Figurine/005a8c92d6855457.jpg,005a8c92d6855457,Figurine,https://creativecommons.org/licenses/by/2.0/,Robin Zebrowski,,Einstein Tree Topper for Newtonmas,https://farm8.staticflickr.com/35/73635928_5c478ca15f_o.jpg,,UImKoz8NrPYtw+nahHRy4g==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Firearm/073fc95ff893f117.jpg,073fc95ff893f117,Firearm,https://creativecommons.org/licenses/by/2.0/,Bryan Ward,,NAKED-Vengeance Wallpaper,https://farm8.staticflickr.com/7578/15196336353_597891402e_o.jpg,,MhM/X5MwnnHfOz8i7SUoNA==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Firefighter/0277e358a0f2bfa1.jpg,0277e358a0f2bfa1,Firefighter,https://creativecommons.org/licenses/by/2.0/,Oregon National Guard,,140827-Z-UI440-8393,https://farm2.staticflickr.com/3876/14872147560_b048a67ee1_o.jpg,,C7elKQckrJYNtS8cuc0AXQ==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Flute/002f645263e7ac99.jpg,002f645263e7ac99,Flute,https://creativecommons.org/licenses/by/2.0/,julie corsi,,Ava playing flute,https://c2.staticflickr.com/6/5449/17494271448_eea3492d73_o.jpg,,6l/3dhmaAf3RuHg2K0LRuQ==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Fog/000d5efd9500e718.jpg,000d5efd9500e718,Fog,https://creativecommons.org/licenses/by/2.0/,iMorpheus,,Fog,https://c1.staticflickr.com/1/1/359504_987ba125a3_o.jpg,,N0SCd1FGU9OqApPnY0DxBQ==,test,test-images-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Folder/007300b672945e7c.jpg,007300b672945e7c,Folder,https://creativecommons.org/licenses/by/2.0/,Premsa Ajuntament de Sabadell,,Recepcio a Esther Nuñez i Damian Blaum del Club Natacio Sabadell 1.jpg,https://c5.staticflickr.com/8/7339/9774395622_5a19ca2898_o.jpg,,CwaSAJXKwoqoXYiI01zK9Q==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Formal_wear/0053ff5d5a62e749.jpg,0053ff5d5a62e749,Formal_wear,https://creativecommons.org/licenses/by/2.0/,iRedes Burgos,,iRedes IV,https://c2.staticflickr.com/8/7375/12990563615_4355cf6977_o.jpg,,j65EATsCZLSVlDU3G7lADw==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Fruit/00013bb4b9ddfbab.jpg,00013bb4b9ddfbab,Fruit,https://creativecommons.org/licenses/by/2.0/,Angus Fraser,,IMG_4148,https://c4.staticflickr.com/6/5573/14701324716_73b382e90b_o.jpg,,xRO93BR2k4wJYyRX0Pzr7A==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Fungus/003add328aaf4a94.jpg,003add328aaf4a94,Fungus,https://creativecommons.org/licenses/by/2.0/,Jason Hollinger,,Hypotrachyna sp.,https://farm5.staticflickr.com/2834/12556122005_fc7fed5d5a_o.jpg,,UqLgFzDEul7+fzgtfMab+Q==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Glider/0ccb324679704c73.jpg,0ccb324679704c73,Glider,https://creativecommons.org/licenses/by/2.0/,rjones0856,,Hang gliding,https://farm4.staticflickr.com/140/349146311_dbfebc987d_o.jpg,,Uru6PLr84ZoLveSGh3WxnA==,test,test-images-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Gold/0008547f1438ad1b.jpg,0008547f1438ad1b,Gold,https://creativecommons.org/licenses/by/2.0/,Lisa Cyr,,_MG_0728,https://c4.staticflickr.com/5/4090/4985500431_0c203faac4_o.jpg,,v3kg8oJayeekjfevgoxIKg==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Graduation/0aefaa02a8056663.jpg,0aefaa02a8056663,Graduation,https://creativecommons.org/licenses/by/2.0/,Pitzer College,,Commencement-CS_351,https://farm4.staticflickr.com/5588/14237523831_4df31393d2_o.jpg,,p9OvL7+PMrFEUDWantP5Pw==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Guitar/0000201cd362f303.jpg,0000201cd362f303,Guitar,https://creativecommons.org/licenses/by/2.0/,Visit El Paso,,Neon Desert Music Festival 2014,https://farm4.staticflickr.com/3873/14152766838_f978e4b93e_o.jpg,,83jfRg0XalNxAq4Bo5LG1g==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Gym/0503331885438333.jpg,0503331885438333,Gym,https://creativecommons.org/licenses/by/2.0/,Moses Samandar,,Photo15,https://farm4.staticflickr.com/5457/17690337495_634f1bc624_o.jpg,,6HzuJyEETGa2t4xxiklGfA==,test,test-images-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Halloween/19fb00ab8c8c5317.jpg,19fb00ab8c8c5317,Halloween,https://creativecommons.org/licenses/by/2.0/,VFW National Home for Children,,At Admin trick or treating,https://farm8.staticflickr.com/5539/10579276344_308439558a_o.jpg,,H//M/6EOVnquATwRFl7Myw==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Hammer/00843cfd0580fc81.jpg,00843cfd0580fc81,Hammer,https://creativecommons.org/licenses/by/2.0/,The Conservation Volunteers,,"Skaftafell, Svartifoss",https://farm2.staticflickr.com/4127/5203519307_37b3aa70c2_o.jpg,,kfy1oINTDvDrNgRfiwsLYA==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
Gallery_images/OpenImage/Hat/00006b13c052138f.jpg,00006b13c052138f,Hat,https://creativecommons.org/licenses/by/2.0/,Andrea Passoni,,Cesenatico.,https://c8.staticflickr.com/4/3917/15159280745_a9001656a0_o.jpg,,tSssZvr7zIW/grU1nIMSPw==,train,train-images-with-labels-with-rotation.csv,Image file is not redistributed in this metadata-only release.
